id	year	month	title	abstract	first_author	journal_name	journal_abb	language
26943377	2015	01	A case of mucinous cystic neoplasm of the liver: a case report.	['A 71-year-old woman was referred to our institution for further investigation of epigastric pain. The patient had been detected to have a multilocular cyst in the medial segment of the liver measuring 69\xa0mm in diameter at another hospital 2\xa0years ago, and the diameter of the cyst had increased to 90\xa0mm. Although the cyst had gradually increased in size, there was no evidence of mural nodules. As we were concerned about the malignant potential of the lesion, a left hepatic segmentectomy was performed. Pathologically, the cyst was lined by columnar and cuboidal epithelium with low-grade atypia. The epithelium covered an ovarian-like stroma, and the diagnosis was mucinous cystic neoplasm of the liver (MCN-L) with low-grade intraepithelial neoplasia. MCN-L is a rare disease and its characteristics are still poorly understood. MCN-L occurs at a lower frequency as compared to the counterpart of MCN of the pancreas, further investigations are necessary to clarify the biological malignancy of MCN-L.']	('Nakayama', 'Yusuke')	Surgical case reports	Surg Case Rep	['eng']
26943375	2015	01	Staple-line recurrence arising 10 years after functional end-to-end anastomosis for colon cancer: a case report.	['We report a rare case of late staple-line recurrence arising 10\xa0years after functional end-to-end anastomosis for splenic flexure colon cancer. An 80-year-old man, who underwent partial colectomy with functional end-to-end anastomosis for splenic flexure colon cancer 10\xa0years earlier, presented with a chief complaint of anorexia. Complete blood count showed anemia, and the fecal occult blood test was positive. Lower gastrointestinal series showed an irregular defect of the splenic flexure, and colonoscopy showed an ulcerated tumor on the staple line of the primary surgery. Partial colectomy was performed, and the tumor was pathologically diagnosed as moderately differentiated tubular adenocarcinoma, resembling the pathology of primary colon cancer. This case suggests the importance of considering staple-line recurrence after functional end-to-end anastomosis for colon cancer even more than 5\xa0years after primary surgery.']	('Ouchi', 'Akira')	Surgical case reports	Surg Case Rep	['eng']
26942055	2016	05	Role of natural killer cell subsets and natural cytotoxicity receptors for the outcome of immunotherapy in acute myeloid leukemia.	['In a phase IV trial, 84 patients (age 18-79) with acute myeloid leukemia (AML) in first complete remission (CR) received cycles of immunotherapy with histamine dihydrochloride (HDC) and low-dose human recombinant interleukin 2 (IL-2) for 18\xa0months to prevent leukemic relapse. During cycles, the treatment resulted in expansion of CD56(bright) (CD3(-)/16(-)/56(bright)) and CD16(+) (CD3(-)/16(+)/56(+)) natural killer (NK) cells in the blood along with increased NK cell expression of the natural cytotoxicity receptors (NCRs) NKp30 and NKp46. Multivariate analyses correcting for age and risk group demonstrated that high CD56(bright) NK cell counts and high expression of NKp30 or NKp46 on CD16(+) NK cells independently predicted leukemia-free survival (LFS) and overall survival (OS). Our results suggest that the dynamics of NK cell subsets and their NCR expression may determine the efficiency of relapse-preventive immunotherapy in AML.']	('Martner', 'Anna')	Oncoimmunology	Oncoimmunology	['eng']
26941993	2015	09	Ginseng Metabolites on Cancer Chemoprevention: An Angiogenesis Link?	['Cancer is a leading cause of death in the United States. Angiogenesis inhibitors have been introduced for the treatment of cancer. Based on the fact that many anticancer agents have been developed from botanical sources, there is a significant untapped resource to be found in natural products. American ginseng is a commonly used herbal medicine in the U.S., which possess antioxidant properties. After oral ingestion, natural ginseng saponins are biotransformed to their metabolites by the enteric microbiome before being absorbed. The major metabolites, ginsenoside Rg3 and compound K, showed significant potent anticancer activity compared to that of their parent ginsenosides Rb1, Rc and Rd. In this review, the molecular mechanisms of ginseng metabolites on cancer chemoprevention, especially apoptosis and angiogenic inhibition, are discussed. Ginseng gut microbiome metabolites showed significant anti-angiogenic effects on pulmonary, gastric and ovarian cancers. This review suggests that in addition to the chemopreventive effects of ginseng compounds, as angiogenic inhibitors, ginsenoside metabolites could be used in combination with other cancer chemotherapeutic agents in cancer management.']	('Wang', 'Chong-Zhi')	Diseases (Basel, Switzerland)	Diseases	['eng']
26941959	2016	08	Understanding inherited genetic risk of adult glioma - a review.	['During the past six years, researchers have made major progress identifying common inherited genetic variation that increases risk for primary adult glioma. This paper summarizes knowledge about rare familial cancer syndromes that include adult glioma and reviews the available literature on the more recently discovered common inherited variation. Ten independent inherited variants in eight chromosomal regions have been convincingly associated with increased risk for adult glioma. Most of these variants increase relative risk of primary adult glioma by 20% to 40%, but the TP53 variant rs78378222 confers a two-fold relative risk (ie, 200%), and rs557505857 on chromosome 8 confers a six-fold relative risk of IDH-mutated astrocytomas and oligodendroglial tumors (ie, 600%). Even with a six-fold relative risk, the overall risk of developing adult glioma is too low for screening for the high-risk variant on chromosome 8. Future studies will help clarify which inherited adult glioma risk variants are associated with subtypes defined by histology and/or acquired tumor mutations. This review also provides an information sheet for primary adult glioma patients and their families.']	('Rice', 'Terri')	Neuro-oncology practice	Neurooncol Pract	['eng']
26941881	2016	11	Multiparametric sonographic imaging of a capillary hemangioma of the testis: appearances on gray-scale, color Doppler, contrast-enhanced ultrasound and strain elastography.	['We report a case of a lobular capillary hemangioma in a 66-year-old man, who presented with left testicular pain, with an asymptomatic incidental right testicular lesion found on ultrasonography. The sonographic examination demonstrated a heterogeneous mainly iso-echoic intratesticular lesion with marked vascularity on the color Doppler examination. Further evaluation with contrast-enhanced ultrasound and strain elastography was performed; the multiparametric imaging suggested a benign tumor. The multidisciplinary team decision with patient consent was to perform a radical orchiectomy with subsequent histopathology confirming a benign lobular capillary hemangioma.']	('Bernardo', 'Silvia')	Journal of ultrasound	J Ultrasound	['eng']
26941880	2016	06	Efficacy of ultrasound-guided testicle-sparing surgery for small testicular masses.	"[StringElement('The aim of the present study was to evaluate evolution of conservative echo-guided surgery for testicular tumours ?1.5\xa0cm and to assess the safety of this surgical procedure.', attributes={'Label': 'PURPOSE', 'NlmCategory': 'OBJECTIVE'}), StringElement('49 consecutive patients diagnosed with ultrasonography testicular lesions (mono or bilateral) ?1.5\xa0cm and treated with conservative echo-guided testicular surgery were examined. The parameters considered in this retrospective analysis included case history, physical examination, scrotal and abdominal ultrasonography, computed tomography scan, size of the nodule (maximum diameter), tumour markers, chest radiography, frozen section examination, histologic size of the tumour, overall survival (OS) and findings on follow-up.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('Mean age of patients was 33\xa0years (range 18-62). Patients who presented with a palpable testicular nodule were 32.7\xa0%, gynecomastia 10.2\xa0%, precocious pseudopuberty 4\xa0%, and scrotal pain 12.2\xa0%. Permanent section examination confirmed the FSE data in all cases of certainty malignant lesion and definitive histological types were: 22 seminoma, 13 non-seminomatous or mixed germ cell tumours, 4 Leydig tumours, 2 hamartoma, 1 epidermoid cyst, 2 sertoli cell tumours, and 5 fibrous pseudotumour. No complications intra- and postoperative were observed. Overall survival was 100\xa0% and scrotal US showed evidence of local tumour recurrence in 6 patients (12.2\xa0%) after a mean follow-up of 34.7\xa0months.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement(""The OS, the low rate of local recurrence, and absence of complications, tend to demonstrate the safety of the procedure. The benefits to testicular-sparing surgery include improving the patient's overall quality of life, fertility, endocrine function and negative cosmetic effects of radical orchiectomy."", attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]"	"(""Dell'Atti"", 'Lucio')"	Journal of ultrasound	J Ultrasound	['eng']
26941879	2016	02	Detection of small testicular masses in monorchid patients using US, CPDUS, CEUS and US-guided biopsy.	[StringElement('Testis sparing surgery (TSS) is a well-known technique in the treatment of small testicular masses. Grayscale ultrasound (US), color/power Doppler US (CPDUS) and contrast-enhanced ultrasound (CEUS) are considered the best diagnostic imaging tools in those patients. Aim of this study was to assess the role of US imaging in the detection of small testicular masses in monorchid patients after orchiectomy for malignant neoplasm, and in guiding surgery to reach the target and also to differentiate lesions which presented vascular activity within the mass.', attributes={'Label': 'PURPOSE', 'NlmCategory': 'OBJECTIVE'}), StringElement('From January 2011 to October 2014, 18 patients were enrolled in this study. They had previously undergone orchiectomy and were investigated for suspected contralateral disease. During routine follow-up, all patients underwent grayscale US. If findings were positive, CPDUS and CEUS were performed and eventually all patients underwent surgery. After exteriorization of the testis, the small mass was identified by intraoperative US, and a needle was placed under US guidance. After excision of the mass, frozen section examination was performed. When malignancy was found, radical orchiectomy was performed; if histological outcome was negative, the healthy testis was conserved.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('All patients underwent grayscale US examination, which showed small hypoechoic masses. Each mass identified at US imaging was confirmed at surgery. All patients underwent CPDUS; 12/19 lesions showed blood flow while 7/19 showed absence of blood flow. At CEUS, 16/19 lesions showed enhancement and subsequent histological examination revealed that 8 were seminomas and 3 were Leydig cell tumors. In 5/19 cases CEUS showed the presence of lesions (focal inflammatory lesions) and in 3/19 cases CEUS was negative.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('TSS in monorchid patients may be a safe procedure leading to excellent results. We therefore consider it a valid alternative to radical orchiectomy, and US imaging is essential to guide the resection of non-palpable neoplasms and to exclude concomitant lesions.', attributes={'Label': 'CONCLUSIONS', 'NlmCategory': 'CONCLUSIONS'})]	('Drudi', 'F M')	Journal of ultrasound	J Ultrasound	['eng']
26941869	2016	07	Erratum to: Diagnostic Performance of (68)Ga-DOTATATE PET/CT, (18)F-FDG PET/CT and (131)I-MIBG Scintigraphy in Mapping Metastatic Pheochromocytoma and Paraganglioma.	['[This corrects the article DOI: 10.1007/s13139-015-0339-z.].']	('Tan', 'Teik Hin')	Nuclear medicine and molecular imaging	Nucl Med Mol Imaging	['eng']
26941865	2016	10	Usefulness of (18)F-FDG PET/CT to Detect Metastatic Mucinous Adenocarcinoma Within an Inguinal Hernia.	['Metastatic mucinous adenocarcinoma in an inguinal hernia is a rare disease and the image findings of (18)F-fluorodeoxyglucose ((18)F-FDG) positron emission tomography (PET)/computed tomography (CT) are little known. Here, we introduce a 57-year-old man with metastatic mucinous adenocarcinoma in an inguinal hernia. On initial (18)F-FDG PET/CT, hypermetabolism was observed in mucinous adenocarcinoma of the cecum, and adenocarcinomas of the transverse and ascending colon, respectively. Follow-up (18)F-FDG PET/CT revealed newly developed multiple hypermetabolism in peritoneal seeding masses and nodules in the pelvic cavity and scrotum. Peritoneal carcinomatosis in the right pelvic side wall was extended to the incarcerated peritoneum and mesentery in the right inguinoscrotal hernia.(18)F-FDG PET/CT was useful to reveal unexpected peritoneal seeding within the inguinal hernia. Also, this case demonstrated that metastatic mucinous adenocarcinomas had variably intense FDG uptake.']	('Seo', 'Hyo Jung')	Nuclear medicine and molecular imaging	Nucl Med Mol Imaging	['eng']
26941857	2016	09	Granulomatous Prostatitis After Intravesical Bacillus Calmette-Guérin Instillation Therapy: A Potential Cause of Incidental F-18 FDG Uptake in the Prostate Gland on F-18 FDG PET/CT in Patients with Bladder Cancer.	[StringElement('This study aimed to evaluate the possibility that Bacillus Calmette-Guérin (BCG)-induced granulomatous prostatitis can be a potential cause of benign F-18 FDG uptake.', attributes={'Label': 'PURPOSE', 'NlmCategory': 'OBJECTIVE'}), StringElement('A total of 395 bladder cancer patients who underwent F-18 FDG PET/CT (PET/CT) were retrospectively evaluated. Patients were divided into two groups according to BCG therapy status. Elapsed time after BCG therapy, serum PSA\xa0level, results of prostate biopsy, and the SUVmax and uptake pattern in the prostate gland were reviewed. For patients who underwent follow-up PET/CT, the changes in SUVmax were calculated.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('While 35\xa0% of patients showed prostate uptake in the BCG therapy group, only 1\xa0% showed prostate uptake in the non-BCG therapy group (p\u2009<\u20090.001). Among 49 patients with FDG-avid prostate lesions, none had suspected malignancy during the follow-up period (median: 16\xa0months). Five patients revealed granulomatous prostatitis on biopsy. The incidence of FDG-avid prostate lesions was significantly higher if the elapsed time after BCG therapy was less than 1\xa0year compared to more than 1\xa0year (p\u2009<\u20090.001). Serum PSA was normal in 88\xa0% of patients. All patients with incidental F-18 FDG uptake in the prostate gland showed focal or multifocal prostate uptake, and median SUVmax was 4.7. In 16 patients who underwent follow-up PET/CT, SUVmax was decreased in 14 patients (88\xa0%) without treatment, and no patients demonstrated further increased prostate uptake (p\u2009<\u20090.001).', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('BCG-induced granulomatous prostatitis can be a potential cause of benign F-18 FDG uptake, especially in those with a history of bladder cancer treated with BCG. In BCG-induced granulomatous prostatitis, focal or multifocal prostate uptake is frequently seen within 1\xa0year after BCG therapy, and the intensity of prostate uptake is decreased on the follow-up PET/CT without any treatment.', attributes={'Label': 'CONCLUSIONS', 'NlmCategory': 'CONCLUSIONS'})]	('Kim', 'Choon-Young')	Nuclear medicine and molecular imaging	Nucl Med Mol Imaging	['eng']
26941116	2016	10	Great variation between ICU physicians in the approach to making end-of-life decisions.	"[StringElement('End-of-life (EOL) decision-making in the intensive care unit (ICU) is difficult, but is rarely practiced in simulated settings. We wanted to explore different strategies ICU physicians use when making EOL decisions, and whether attitudes towards EOL decisions differ between a small-group simulation setting and a large-group plenary setting.', attributes={'Label': 'INTRODUCTION', 'NlmCategory': 'BACKGROUND'}), StringElement('The study took place during a Scandinavian anaesthesiology and intensive care conference. The simulated ICU patient had a cancer disease with a grave prognosis, had undergone surgery, suffered from severe co-morbidities and had a son present demanding all possible treatment. The participants were asked to make a decision regarding further ICU care. We presented the same case scenario in a plenary session with voting opportunities.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement(""In the simulation group (n = 48), ICU physicians used various strategies to come to an EOL decision: patient-oriented, family-oriented, staff-oriented and regulatory-oriented. The simulation group was more willing than the plenary group (n = 47) to readmit the patient to the ICU if the patient again would need respiratory support (32% vs. 8%, P < 0.001). Still, fewer participants in the simulation group than in the plenary group (21% vs. 38%, P = 0.019) considered the patient's life expectancy of living an independent life to be over 10%."", attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('There was great variation between ICU physicians in the approach to making EOL decisions, and large variations in their life expectancy estimates. Participants in the simulation group were more willing to admit and readmit the patient to the ICU, despite being more pessimistic towards life expectancies. We believe simulation can be used more extensively in EOL decision-making training.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]"	('Bjørshol', 'C A')	Acta anaesthesiologica Scandinavica	Acta Anaesthesiol Scand	['eng']
26937485	2016	12	Ovarian carcinoma initially presenting as breast cancer two years prior to diagnosis: A case report and review of literature.	['•Ovarian cancer presenting as a primary breast cancer two years prior•Ovarian cancer with metastases to breast is rare.•Metastases to the breast generally present as a recurrence.•Delay in diagnosis likely due to chemotherapy given for breast disease.']	('Rauh', 'Lisa A')	Gynecologic oncology reports	Gynecol Oncol Rep	['eng']
26937484	2016	12	A prospective pilot study on the incidence of post-operative lymphedema in women with endometrial cancer.	"[""To determine the incidence of lower-extremity lymphedema after surgical therapy including lymphadenectomy in endometrial cancer patients using standardized leg measurements. Also, to determine additional risk factors for the development of lymphedema and to study the effect of lymphedema on one's quality of life. In this prospective cohort study, patients with the diagnosis of endometrial cancer who were to undergo definitive surgical management were evaluated pre-operatively and followed post-operatively over the course of two years. Standardized leg measurements were performed by the same individuals at six time-points. Subjects also completed a standardized quality-of-life survey at each time-point. The incidence of lymphedema in 39 women with endometrial cancer using a standardized leg measurement protocol was 12.8% with lymphedema defined as a 20% increase in post-operative leg measurements. There was no significant association between the development of lymphedema and the number of pelvic or para-aortic lymph nodes removed, medical comorbidities, or surgical approach (p\xa0>\xa00.05). Of the five patients who met criteria for lymphedema, only one had worsening quality-of-life concerns post-operatively on the FACT-En, version 4, survey. This is the first prospective study using standardized leg measurements to calculate the incidence of post-operative lymphedema in endometrial cancer. Medical comorbidities, surgical approach, number of lymph nodes removed, and location of lymph nodes removed did not appear to affect the development of lymphedema in this cohort. A prospective, multicenter trial is needed to confirm these findings and to further assess the impact of lymphedema on one's quality of life.""]"	('Hopp', 'Elizabeth E')	Gynecologic oncology reports	Gynecol Oncol Rep	['eng']
26937481	2016	12	Sertoli-Leydig cell tumor of the ovary: A diagnostic dilemma.	[StringElement('Sertoli-Leydig cell tumors are rare sex-cord stromal tumors of the ovary that can present with a variety of histological elements, which may complicate diagnosis and treatment.', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('A 40-year-old female presenting with pelvic pain is found to have a large complex right adnexal mass and elevated alpha-fetoprotein. The mass was diagnosed as a Sertoli-Leydig cell tumor with heterologous elements including carcinoid and hepatoid components. She was treated with surgical resection followed by adjuvant chemotherapy and remains clear of disease.', attributes={'Label': 'CASE', 'NlmCategory': 'METHODS'}), StringElement('Prognostic indicators for Sertoli-Leydig cell tumors include degree and type of heterologous element differentiation. Thorough characterization of such elements is crucial for adequate diagnosis and treatment.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]	('Liggins', 'Casandra A')	Gynecologic oncology reports	Gynecol Oncol Rep	['eng']
26937479	2016	12	Pilomatrix carcinoma of the vulva.	[StringElement('Pilomatrix carcinomas are rare, frequently occurring in older male patients. We report a case of vulvar pilomatrix carcinoma in a 30-year-old woman, the second known reported case occurring on the external genitalia.', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('A 30-year-old female originally presented at an outside institution for the management of an asymptomatic vulvar mass that was biopsied and read as invasive squamous cell carcinoma. Pathology review at our institution reclassified the vulvar mass as a low-grade pilomatrix carcinoma. The patient underwent radical hemivulvectomy without an inguinal-femoral groin node dissection. She has remained without evidence of disease recurrence for more than 5\xa0years since her diagnosis.', attributes={'Label': 'CASE', 'NlmCategory': 'METHODS'}), StringElement('Pilomatrix carcinoma can be confused for an invasive squamous cell carcinoma. Due to its low risk of metastases, a less radical surgical approach can be taken. Consideration of this unusual malignancy is important in the determination of appropriate management.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]	('Song', 'Mihae')	Gynecologic oncology reports	Gynecol Oncol Rep	['eng']
26937478	2016	11	"Commment on the review entitled ""A critical appraisal of hyperthermic intraperitoneal chemotherapy (HIPEC) in the treatment of advanced and recurrent ovarian cancer"" by Chiva LM and Gonzalez-Martin A."	['•We raised some methodological concerns and made some comments on the systematic review by Chiva and colleague.•To state that Cytoreduction & HIPEC is not beneficial in front line and platinum sensitive recurrence is highly disputable.•Anyway, the combined treatment should be offered in the context of clinical trial; randomized data are urgently needed.']	('Deraco', 'Marcello')	Gynecologic oncology reports	Gynecol Oncol Rep	['eng']
26937342	2015	12	NGS meta data analysis for identification of SNP and INDEL patterns in human airway transcriptome: A preliminary indicator for lung cancer.	['High-throughput sequencing of RNA (RNA-Seq) was developed primarily to analyze global gene expression in different tissues. It is also an efficient way to discover coding SNPs and when multiple individuals with different genetic backgrounds were used, RNA-Seq is very effective for the identification of SNPs. The objective of this study was to perform SNP and INDEL discoveries in human airway transcriptome of healthy never smokers, healthy current smokers, smokers without lung cancer and smokers with lung cancer. By preliminary comparative analysis of these four data sets, it is expected to get SNP and INDEL patterns responsible for lung cancer. A total of 85,028 SNPs and 5738 INDELs in healthy never smokers, 32,671 SNPs and 1561 INDELs in healthy current smokers, 50,205 SNPs and 3008 INDELs in smokers without lung cancer and 51,299 SNPs and 3138 INDELs in smokers with lung cancer were identified. The analysis of the SNPs and INDELs in genes that were reported earlier as differentially expressed was also performed. It has been found that a smoking person has SNPs at position 62,186,542 and 62,190,293 in SCGB1A1 gene and 180,017,251, 180,017,252, and 180,017,597 in SCGB3A1 gene and INDELs at position 35,871,168 in NFKBIA gene and 180,017,797 in SCGB3A1 gene. The SNPs identified in this study provides a resource for genetic studies in smokers and shall contribute to the development of a personalized medicine. This study is only a preliminary kind and more vigorous data analysis and wet lab validation are required.']	('B', 'Sathya')	Applied & translational genomics	Appl Transl Genom	['eng']
26937065	2015	06	High-Throughput Microfluidic Device for Rare Cell Isolation.	"[""Enumerating and analyzing circulating tumor cells (CTCs)-cells that have been shed from primary solid tumors-can potentially be used to determine patient prognosis and track the progression of disease. There is a great challenge to create an effective platform that can isolate these cells, as they are extremely rare: only 1-10 CTCs are present in a 7.5mL of a cancer patient's peripheral blood. We have developed a novel microfluidic system that can isolate CTC populations label free. Our system consists of a multistage separator that employs inertial migration to sort cells based on size. We demonstrate the feasibility of our device by sorting colloids that are comparable in size to red blood cells (RBCs) and CTCs.""]"	('Yang', 'Daniel')	Proceedings of SPIE--the International Society for Optical Engineering	Proc SPIE Int Soc Opt Eng	['eng']
26936868	2015	03	A System to Study Aneuploidy In Vivo.	['Aneuploidy, an imbalanced chromosome number, is associated with both cancer and developmental disorders such as Down syndrome (DS). To determine how aneuploidy affects cellular and organismal physiology, we have developed a system to evaluate aneuploid cell fitness in vivo. By transplanting hematopoietic stem cells (HSCs) into recipient mice after ablation of recipient hematopoiesis by lethal irradiation, we can directly compare the fitness of HSCs derived from a range of aneuploid mouse models with that of euploid HSCs. This experimental system can also be adapted to assess the interplay between aneuploidy and tumorigenesis. We hope that further characterization of aneuploid cells in vivo will provide insight both into the origins of hematopoietic phenotypes observed in DS individuals as well as the role of different types of aneuploid cells in the genesis of cancers of the blood.']	('Pfau', 'Sarah J')	Cold Spring Harbor symposia on quantitative biology	Cold Spring Harb. Symp. Quant. Biol.	['eng']
26934846	2016	11	Voice outcome according to surgical extent of transoral laser microsurgery for T1 glottic carcinoma.	[StringElement('To evaluate the outcomes of transoral laser microsurgery (TLM) for T1 glottic carcinoma using longitudinal voice analysis.', attributes={'Label': 'OBJECTIVES/HYPOTHESIS'}), StringElement('Retrospective analysis of medical records.', attributes={'Label': 'STUDY DESIGN'}), StringElement('We conducted a retrospective review of 57 patients (50 T1a, seven T1b) who underwent TLM for T1 glottic carcinoma, and longitudinal voice analysis was performed before surgery, during the early postoperative period (within 3 months), and during the late postoperative period (more than 6 months). Acoustic, perceptual (Grade, Roughness, Breathiness, Asthenia, Strain scale), and subjective voice analysis using the Voice Handicap Index (VHI) was conducted.', attributes={'Label': 'METHODS'}), StringElement('Voice quality deteriorated in the early postoperative period in terms of several parameters. However, no significant differences in voice quality were observed in the late postoperative period, whereas Grade (from 1.85 ± 0.83 to 1.50 ± 0.90) and Roughness (from 1.74 ± 0.73 to 1.48 ± 0.87) had improved significantly. Patients who underwent lesser-extent cordectomy (type I, II) showed improvement in VHI-Physical (from 12.93 ± 11.10 to 6.07 ± 8.69) and Grade (from 1.60 ± 0.68 to 0.98 ± 0.83), whereas improvement was not identified in those who underwent larger-extent cordectomy (type III, IV, V). Improvement in Grade (from 1.70 ± 0.80 to 1.23 ± 0.91) and Roughness (from 1.77 ± 0.73 to 1.25 ± 0.76) was identified in patients who had unilateral tumor without involvement of anterior commissure. However, those with involvement of the anterior commissure or bilateral vocal cord showed a tendency toward deterioration in voice quality.', attributes={'Label': 'RESULTS'}), StringElement('Voice quality of patients following TLM for T1 glottic carcinoma may improve significantly over time in cases with lesser-extent types of cordectomy or unilateral tumor without involvement of the anterior commissure.', attributes={'Label': 'CONCLUSIONS'}), StringElement('4 Laryngoscope, 126:2051-2056, 2016.', attributes={'Label': 'LEVEL OF EVIDENCE'})]	('Lee', 'Hyoung Shin')	The Laryngoscope	Laryngoscope	['eng']
26934827	2016	12	Solid Cancers in the Premature and the Newborn: Report of Three National Referral Centers.	"[StringElement('Advances in multidisciplinary care for pediatric cancer have resulted in significant improvement in cure rates over the last decades; however, these advances have not been uniform across all age groups. Cancer is an important cause of perinatal mortality, yet the full spectrum of malignant neoplasms in newborns is not well defined.', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('The authors have reviewed the clinical features and outcomes of 37 newborns with congenital malignant tumors treated at three referral centers in North, Central, and South Poland between 1980 and 2014. Event-free survival (EFS) and overall survival (OS) rates were estimated by Kaplan-Meier methods and compared using long-rank test and Cox models.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement(""Twenty-two patients were diagnosed prenatally. The most common diagnoses were neuroblastoma (48.7%), followed by malignant germ-cell tumor (16.2%), and Wilms' tumor (8.1%). Neuroblastoma was the most common malignancy among full-term infants, and malignant sacrococcygeal teratoma was the most common malignancy in premature infants. Thirty patients (81%) are alive with a median follow-up of 4.8\xa0years from diagnosis. Patients with Wilms' tumor and malignant germ-cell tumors had the best outcomes (5-year OS 100% for both), whereas the worst prognosis was observed for sarcoma patients (5-year OS 72.92%). Premature infants had better outcome than full-term infants (5-year OS 92.8% vs. 72.58%, respectively)."", attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('Although rare, neonatal cancers can present with an aggressive clinical behavior, but they have a generally good outcome. Early diagnosis and management by expert multidisciplinary teams that integrate perinatal medicine experts with pediatric and surgical oncologists are critical. Centralized care with clear referral pathways that facilitate early initiation of specialized treatment should be prioritized.', attributes={'Label': 'CONCLUSION', 'NlmCategory': 'CONCLUSIONS'})]"	('Raciborska', 'Anna')	Pediatrics and neonatology	Pediatr Neonatol	['eng']
26934355	2016	01	[Necessity of the development of a melanoma prevention program in Hungary - in the light of epidemiological data].	['The prevention and the early diagnosis of melanoma malignum are essential because of the aggressive spreading and poor therapeutic response of the tumor. Since survival mainly depends on the tumor stage, in the first part of the Ph.D. thesis the stage distribution of melanomas was assessed in the melanoma patients treated at the Department of Dermatology, Dermatooncology and Venerology, Semmelweis University. This work filled a gap, because the Hungarian National Cancer Registry, similarly to other cancer registries, does not include the tumor stages. The results of the assessment showed that most of the patients (43.8%) belonged to stage IA, while only 0.4% of them were in stage IV. In comparison with international studies from Western Europe, Australia and the United States, the distribution of our patients was highly favorable concerning stages IA and IV. To assess the risk of melanoma among special work circumstances (Nuclear Power Plant of Paks) the Department of Dermatology, Dermatooncology and Venerology organized an oncodermatological screening. The results of the screening confirmed that melanoma incidence was not elevated among the nuclear industry workers compared to the general Hungarian population. Among the 556 examined workers we found one melanoma in situ, and the medical history of this patient suggested that UV exposure rather than ionizing radiation could have been the cause of this tumor. Our results also underline the necessity of analyzing skin effects of UV light to avoid false positive correlations. The risk of second primary cancers among melanoma survivors was also assessed in our Department. The findings suggest that the risk of all second primary tumors significantly, 11-15-times increased after having a former melanoma, compared to the general population. The higher risk was mostly caused by the elevated incidence of second primary melanoma and non-melanoma skin cancers. Besides skin tumors, the risk of some internal malignancies was also significantly higher. Our results emphasize that the regular oncologic control is crucial after having melanoma in order to diagnose a second skin or internal malignancy early. Melanoma awareness, primary and secondary prevention programs would be highly necessary to decrease the number of new melanomas, to increase the rate of the early diagnosed tumors and to improve survival.']	('Tóth', 'Veronika')	Magyar onkologia	Magy Onkol	['hun']
